Date,close
1993-01-29,24.11326789855957
1993-02-01,24.28476333618164
1993-02-02,24.33621597290039
1993-02-03,24.593467712402344
1993-02-04,24.696365356445312
1993-02-05,24.679231643676758
1993-02-08,24.679231643676758
1993-02-09,24.50772476196289
1993-02-10,24.54201316833496
1993-02-11,24.66206932067871
1993-02-12,24.47340965270996
1993-02-16,23.855998992919922
1993-02-17,23.838848114013672
1993-02-18,23.821712493896484
1993-02-19,23.907453536987305
1993-02-22,23.993209838867188
1993-02-23,23.976064682006836
1993-02-24,24.28476333618164
1993-02-25,24.33621597290039
1993-02-26,24.37051773071289
1993-03-01,24.301921844482422
1993-03-02,24.66206932067871
1993-03-03,24.764970779418945
1993-03-04,24.62776756286621
1993-03-05,24.559171676635742
1993-03-08,25.107967376708984
1993-03-09,25.022212982177734
1993-03-10,25.07367515563965
1993-03-11,25.00507164001465
1993-03-12,24.747817993164062
1993-03-15,24.86787223815918
1993-03-16,24.86787223815918
1993-03-17,24.713533401489258
1993-03-18,24.86787223815918
1993-03-19,24.830249786376953
1993-03-22,24.692378997802734
1993-03-23,24.744083404541016
1993-03-24,24.744083404541016
1993-03-25,24.899166107177734
1993-03-26,24.761308670043945
1993-03-29,24.864704132080078
1993-03-30,24.933610916137695
1993-03-31,24.91639518737793
1993-04-01,24.830249786376953
1993-04-02,24.313316345214844
1993-04-05,24.433916091918945
1993-04-06,24.364988327026367
1993-04-07,24.451152801513672
1993-04-08,24.41669464111328
1993-04-12,24.761308670043945
1993-04-13,24.8129940032959
1993-04-14,24.778545379638672
1993-04-15,24.778545379638672
1993-04-16,24.778545379638672
1993-04-19,24.675161361694336
1993-04-20,24.554553985595703
1993-04-21,24.53728675842285
1993-04-22,24.22715187072754
1993-04-23,24.123762130737305
1993-04-26,23.934213638305664
1993-04-27,24.192689895629883
1993-04-28,24.140989303588867
1993-04-29,24.244369506835938
1993-04-30,24.27883529663086
1993-05-03,24.433916091918945
1993-05-04,24.520069122314453
1993-05-05,24.588993072509766
1993-05-06,24.50284194946289
1993-05-07,24.451152801513672
1993-05-10,24.50284194946289
1993-05-11,24.606233596801758
1993-05-12,24.571775436401367
1993-05-13,24.27883529663086
1993-05-14,24.26160430908203
1993-05-17,24.34775733947754
1993-05-18,24.330520629882812
1993-05-19,24.830249786376953
1993-05-20,24.899166107177734
1993-05-21,24.675161361694336
1993-05-24,24.778545379638672
1993-05-25,24.830249786376953
1993-05-26,25.140390396118164
1993-05-27,25.054241180419922
1993-05-28,24.933610916137695
